"id","iata_code","icao_code","name","city_id","city_name","time_zone_offset","latitude","longitude","score","enabled","duffel_id","__drizzlerowid__"
"mthxrr586zg9lb5hmnxt6vj4","NAH","WAMH","Naha Airport","bogynaqwli318n1r8pbxo7k5","Tahuna","+08:00","3.68334","125.5281","1","1",,"5475"
"mtodf5uw0111fj9gcoxqarkk","ACB","KACB","Antrim County Airport","g2m8it8bttyh0p0s3hqwxnxi","Bellaire","-04:00","44.98001","-85.2","0","0",,"355"
"mtzh0h1u3bkplrj1cnkg98fm","WPO","mega","North Fork Valley Airport","vtabdox7uin7zbkvnen5ka3i","Paonia","-06:00","38.87","-107.6","0","0",,"5743"
"mu1dkarc824bdjet5zww1zy4","SUL","OPSU","Sui Airport","e8p8m9cn80jim9ewqqbenauj","Sui","+05:00","28.645","69.17695","0","1",,"7714"
"mulg7zygrggju840dlbwa647","LVK","KLVK","Livermore Municipal Airport","oqt2fyx00i9rn5zleze0ozyc","Livermore","-07:00","37.68","-121.8","0","0",,"4500"
"muup6hw6y4k5sw0hvmbtvpsr","EWK","KEWK","Newton City-County Airport","byvidyeatgrsvn4yxpzn81x4","Newton","-05:00","38.05","-97.35","0","0",,"5640"
"muzjvffpbvwhppxtwxxmwdty","GMA","FZFK","Gemena Airport","nvnclo4xl1gpp0v3rw3r3xcg","Gemena","+01:00","3.23528","19.77139","1","1",,"2693"
"mv01uml4m653h0w3v7xyt267","ACO","dhzl","COBANO AIRPORT","zqeba8orth3pmwcvldqymydo","COBANO","-06:00","9.69195","-85.09638","0","1",,"9029"
"mv6i1g2r3n3w1b9i90poaug3","DNZ","LTAY","Denizli Çardak Airport","ste8ndxgtlm66s69jfpox3wg","Denizli","+03:00","37.78556","29.70139","1","1",,"1973"
"mvekhtwgk2x3y28b3k30y3ay","MZS","us29","MORADABAD","s9n5crcczirrxl56xfogpkl0","MORADABAD","+05:30","28.8175","78.92167","0","0",,"9255"
"mvh9m9vcq64da4h35s0v46qp","DKA","z5el","Katsina Airport","pl0668yv3ah4d74rbswootak","Katsina","+01:00","13.00695","7.66","0","0",,"3805"
"mvlidz36uxgzdh32p3x5ovtr","UTU","oeq7","Ustupo Airport","auxp94u9s4ka5xqf1i74nreq","Ustupo","-05:00","9.13778","-77.93361","0","1",,"8395"
"mvn0odgxj5c3ukqx492c6er8","ZIA","UUBW","Zhukovsky International Airport","a7lgur373zlz4pl97nl0inxo","Moscow","+03:00","55.55334","38.14945","1","1",,"9003"
"mvqjh5qtw9661jjmgre85c6v","LLI","HALL","Lalibela Airport","v3ydwci3pjxeg30r74qx9dud","Lalibela","+03:00","11.97528","38.98056","1","1",,"4256"
"mvuawgve7e321bzg6hieqfto","PWO","FZQC","Pweto Airport","dtfol3f4l6evz326g2yx6zw9","Pweto","+02:00","-8.46694","28.88","0","0",,"6543"
"mvvzemmhk4svl05zyfhqtrg2","LAS","KLAS","Harry Reid International Airport","uqv4k9p2vx6wnbrq99mxmo71","Las Vegas","-07:00","36.08001","-115.1522","27","1",,"3063"
"mw4cgxe851imcmwtf0crp5nm","CFB","SBCB","Cabo Frio International Airport","q1ty2rvnauzv5yg0c2drxast","Cabo Frio","-03:00","-22.92166","-42.07416","0","1",,"1205"
"mw4myojau2v99cchhmo4r9av","MVH","gkoi","Macksville Airport","tpjowhfkxwj0orijm9d0g3gq","Macksville","+10:00","-30.72","152.89999","0","0",,"4673"
"mw5y5m97upa9tj4lafsas8rx","RCL","NVSR","Redcliffe Airport","aor3o9fej17fgf1a1unnj4pa","Redcliffe","+11:00","-15.48","167.8","0","0",,"6680"
"mw5yi0kn69mry48f294i4u3r","KVG","AYKV","Kavieng Airport","z2317jg76hn8o1yh3zotiwbk","Kavieng","+10:00","-2.56694","150.8","1","1",,"3819"
"mwjd8cb4hedg6fert2b9v953","OBC","HDOB","Obock Airport","sq79gd5607x8yjwkhcvq6jic","Obock","+03:00","11.92","43.25","0","1",,"5831"
"mwmnbv1c8t9ehkr6yrep9xxt","BKD","KBKD","Stephens County Airport","didiyruwimmhmpxyr7u9ruqq","Breckenridge","-05:00","32.72028","-98.89277","0","0",,"7632"
"mwo9g9p8ydr2b4k2m2e3o5ch","MGH","FAMG","Margate Airport","xss8wjiq5gm7dm128rlof4tk","Margate","+02:00","-30.8575","30.34306","0","1",,"4862"
"mwr2j58r2itst53gsir5ztp2","TMG","WBKM","Tomanggong Airport","wfoq2imqodthdjukpyaik0i6","Tomanggong","+08:00","5.4","118.7","0","0",,"8140"
"mwxqeny3ek83fsoo4f45fvir","LQK","KLQK","Pickens County Airport","f32ys01vo5mip5875vagqg10","Pickens","-04:00","34.80973","-82.70277","0","0",,"6252"
"mxb8k8o770xcytph7cs2l48e","RCU","SAOC","Las Higueras Airport","y9rc2dz2ady0fxbod179r6oz","Rio Cuarto","-03:00","-33.085","-64.26138","0","1",,"4323"
"mxep40hn79dht9m8clpk3oes","ZGI","CZGI","Gods River Airport","wtej2nf61wld7haux0yd7qlx","Gods River","-05:00","54.83973","-94.07861","1","1",,"2793"
"mxkyprqbgclllvu4lnvtrcgn","LEP","SNDN","Leopoldina Airport","s0zba6vljvpabdvs11wn7mrz","Leopoldina","-03:00","-21.5","-42.65","0","1",,"4411"
"mxu7xlqn2izjluzwpeitcnzn","LHI","WAJL","Lereh Airport","db36xm7iy0sncevqb5xh2yfq","Lereh","+09:00","-3.13305","139.89999","0","0",,"4414"
"mxxe1xizrksssv01m8bgbk6j","CNS","YBCS","Cairns Airport","buraam0ga962maso3qe4hkpq","Cairns","+10:00","-16.88583","145.75529","10","1",,"1223"
"mxxie401d7xm6mef4rel1sq6","AEQ","q2ty","Ar Horqin Airport","hj0fb5s62l0s1lly1zr6xw5y","Chifeng","+08:00","43.90806","120.1503","0","0",,"414"
"mxz8p2rjw2107lll04j2tuoy","MCE","KMCE","Merced Regional Airport","blcyyuzzr2n0mw1z1rgdjz3u","Merced","-07:00","37.28","-120.5","0","1",,"5059"
"myf4uz36wzvpdip95mv7qe8i","ARS","u8wu","Aragarças Airport","vgvj0enzkvcy07dgoapogvsy","Aragarcas","-03:00","-15.92","-52.25","0","1",,"379"
"myff72yleumy30lsvup4p6zu","DYS","KDYS","Dyess Air Force Base","oqihx1qnqw32fsfnn9y5h5ql","Abilene","-05:00","32.42084","-99.85472","0","1",,"2157"
"myhwqx77inqpa9qipcu8o2kr","BLZ","FWCL","Chileka International Airport","pqh7hehni6i348xtd14h1hs5","Blantyre","+02:00","-15.67916","34.97389","1","1",,"1528"
"myoecyhsit0iuoyta76ij5mi","BOC","MPBO","Bocas del Toro ""Isla Colón"" International Airport","l8c964bz7pjybcsx26ubrkgk","Isla Colón","-05:00","9.34084","-82.25083","1","1",,"976"
"mypx6docfoz1yb8db7dyxm9n","GRS","LIRS","Grosseto Airport","kwa8onomdahzqc8von2e6f3i","Grosseto","+02:00","42.75973","11.07195","0","0",,"2928"
"myspiu9060r0xp1vivqzk0ce","PKC","UHPP","Petropavlovsk-Kamchatsky Airport","u0xxblsy9x8kefhfwxr7zfoi","Petropavlovsk-Kamchatsky","+12:00","53.16778","158.4536","1","1",,"6224"
"mywc1afwkluwrzgslqroryv2","BKK","VTBS","Suvarnabhumi Airport","twk14hiw4h7j5lp82hmi35ee","Bangkok","+07:00","13.69139","100.7508","31","1",,"7769"
"mz3y7p3tjsbxiv4yxbo41dpp","SSM","ze5m","Sault Ste. Marie Airport","l4z40toyrq96vs64gj6ohijt","Sault Ste Marie","-04:00","46.47806","-84.36666","0","0",,"7189"
"mz5m1it6en57u1jh0v3pcjvf","BNU","SSBL","Blumenau Airport","ijfep5qg0in826w7abxrnn1i","Blumenau","-03:00","-26.93","-49.05","0","0",,"964"
"mz8uhawimi13mxblxj58v3al","MEH","ENMH","Mehamn Airport","ty57pjg7i8hpn6run9uwlie6","Mehamn","+02:00","71.02889","27.82639","1","1",,"5030"
"mz9tju0ltweut1a8bwy2tr8p","JGD","ZYJD","Jiagedaqi Airport","cte4c7lq3h2oouqponlo7e9b","Jiagedaqi","+08:00","50.37806","124.1147","1","1",,"3529"
"mzaexz64izry26vd2suzvd7e","SZP","KSZP","Santa Paula Airport","cvinet2mliac4duh6wm2qef8","Santa Paula","-07:00","34.35","-119.1","0","1",,"7119"
"mzaut96blp3eiz84py03trqq","GMS","gsfo","Guimarães Airport","ah9qrnbqctbmg2rw52u6t21r","Guimaraes","-03:00","-2.10916","-44.65138","0","0",,"2961"
"mzml6g7msquf4r2zp48ncvee","SOW","KSOW","Show Low Regional Airport","di7c7f5bmhn5j4p78zf6nrf3","Show Low","-07:00","34.27","-110","0","1",,"7366"
"mzmypff2g2swwpo9wvqa8t8u","ONK","UERO","Olenyok Airport","ll0r7y72unzwpkuhx3retwrf","Olenyok","+09:00","68.51556","112.4792","0","1",,"5886"
"mzobtgjvoymtc3ka61kgjfwx","PGD","KPGD","Punta Gorda Airport","xjj55esvjec1lujrrm8zzjtw","Punta Gorda","-04:00","26.92","-81.98","2","1",,"6534"
"n06buwv2nj6qdkraaejgs6eg","VYS","KVYS","Illinois Valley Regional Airport","wpc716ei9u3z48ly2x2vfpju","Peru","-05:00","41.3525","-89.15027","0","1",,"3330"
"n07vp9b9iroj5slrhol862yq","GRP","SWGI","Gurupi Airport","w8k3apt618bsiswyg6v96jcy","Gurupi","-03:00","-11.73972","-49.13222","0","0",,"2979"
"n0dg0oqq8fwoeudqid3homt1","ORJ","SYOR","Orinduik Airport","bd233m8xsxudgirad33sjgtv","Orinduik","-04:00","4.71695","-60.03","0","1",,"5953"
"n0dqwk95l98suso469zu5if2","PNZ","SBPL","Petrolina Airport","tierjxqwk140j1beqdfpuejr","Petrolina","-03:00","-9.36249","-40.56916","1","1",,"6222"
"n0fctxg4unvwuvumo4ymsj4a","XNA","KXNA","Northwest Arkansas Regional Airport","zlbsky9c62uh3tm4e8zz7bnu","Fayetteville","-05:00","36.28195","-94.30694","1","1",,"5753"
"n0rtbvb99vamed9dtydw2i89","KDU","OPSD","Skardu Airport","f8fqacwj1f2ocelcsmqpuq8z","Skardu","+05:00","35.33556","75.53612","0","1",,"7466"
"n0z054yg8fx2hyno9rset8gn","TXK","KTXK","Texarkana Regional Airport","v16vfp9go6lmlyw1zc9ry7k4","Texarkana","-05:00","33.45362","-93.99111","0","1",,"8023"
"n117h143531n0160lesvcy0e","ZKE","CZKE","Kashechewan Airport","ap2mvxplk5hirfc1gz1phgw9","Kashechewan","-04:00","52.2825","-81.67777","1","1",,"3785"
"n1a24kvvx0wzotkib8a2a3sn","CEK","USCC","Chelyabinsk Airport","n72oj7648tn51wwzew1g3z1w","Chelyabinsk","+05:00","55.30584","61.50334","1","1",,"1476"
"n1b9uqbhw8pjp8vhavxf1rxt","SMW","GMMA","Smara Airport","owivbsk3ip9vnbnwyxiafvub","Smara","+01:00","26.7375","-11.68611","0","0",,"7488"
"n1jbrbafbty4yvztqyytkcnj","ACR","SKAC","Araracuara Airport","q6xw2po8rrvh79txe9u6pzl3","Araracuara","-05:00","-0.60055","-72.39888","0","1",,"391"
"n1rny6kfg545vzvrdo1e9lby","DAK","HEDK","Dakhla Oasis Airport","ba56llo8ohwfmmlt98cjm2r0","Dakhla Oasis","+03:00","25.41167","29.00306","0","1",,"1856"
"n1vehys664raxmvjx9fnl5hp","VTN","KVTN","Miller Field","zektb5eummjg862j022exvte","Valentine","-05:00","42.85","-100.6","0","0",,"5137"
"n1xuyzxt3ybvlc6mqhhbpzgs","LUB","SYLP","Lumid Pau Airport","clkyabhodlf9xbgwocaep87q","Lumid Pau","-04:00","2.39389","-59.44111","0","1",,"4627"
"n286rw3chq9tsmqpygh3o65t","AZL","SWTU","Fazenda Tucunaré Airport","a6qzpc63esmaco3971vohmye","Sapezal","-04:00","-13.47","-58.85","0","1",,"2436"
"n28sg0tr4cfx8d3ydsshr4od","SBR","YSII","Saibai Island Airport","jpqe2u32xgcbnm9f3yf7yphq","Saibai Island","+10:00","-9.37777","142.6245","0","1",,"6943"
"n2gwquq0xgvog7i81zhoaeho","OHI","FYOS","Oshakati Airport","emq7d9jttu2vn2z1tuc392z3","Oshakati","+02:00","-17.79777","15.69973","0","1",,"5977"
"n2lwe8uoi61u79xqnlul8ha9","BNX","LQBK","Banja Luka International Airport","tdp2m9dbo9626mtewsmr2c3y","Banja Luka","+02:00","44.93362","17.29973","0","1",,"648"
"n2qv3vlnlcj0p8n08t7fhnjz","YPO","CYPO","Peawanuck Airport","nkxmhcz7vae8z4fvmg2ziith","Peawanuck","-04:00","54.98806","-85.44333","0","1",,"6173"
"n2u4k6lvyrpkll1nxht4wzlz","CWC","UKLN","Chernivtsi International Airport","sc8x3x4lb7czviytlnpe9fzj","Chernivtsi","+03:00","48.25945","25.98084","0","0",,"1490"
"n2uaxygvhv38umbisy574gqp","VOL","LGBL","Nea Anchialos National Airport","qlyqom6o09hor8e4ehfm7vlj","Volos","+03:00","39.21973","22.79445","0","1",,"5577"
"n2ve19mt4utw5uc3jpjwqxlm","DLR","hpho","Dalnerechensk Airport","j9mi5hssepdq19ce2ux5i33b","Dalnerechensk","+10:00","45.87834","133.7364","0","0",,"1870"
"n2vrir2n95prtf40x2jh6s89","XMN","ZSAM","Xiamen Gaoqi International Airport","shy4uku4qdplokjn096innst","Xiamen","+08:00","24.54417","118.1278","10","1",,"8827"
"n2x9kjb4gvyrr87gpxds6zll","FCB","FAFB","Ficksburg Sentraoes Airport","lpkhfglrr300j3p1mnb5p4rn","Ficksburg","+02:00","-28.825","27.905","0","0",,"2456"
"n34bq394sw1qgxqh9p8c9ilb","CLA","VGCM","Comilla Airport","q020n276yk6mbdt55f9s4rsp","Comilla","+06:00","23.43723","91.18973","0","1",,"1697"
"n36cqyuf1oms7c8y28eiyk7y","SCB","KSCB","Scribner State Airport","nco5wrgnd4ybonwoe3m4diq1","Scribner","-05:00","41.61195","-96.62361","0","0",,"7220"
"n370o2a9isbksldg1pz9r1p5","MZL","SKMZ","La Nubia Airport","rdnd1esi9obav67naqbgr5if","Manizales","-05:00","5.02973","-75.46472","1","1",,"4287"
"n3aj5ro1eyisgwy71upsymad","TNI","VIST","Satna Airport","qenswz509f26wwow1rmmoxsy","Satna","+05:30","24.56223","80.855","0","1",,"7182"
"n3jpbqg2ohecjoovtxm4t147","ESA","af6g","Esa'ala Airport","usjc7prq9a19n9nrb4o4cyoq","Esa'ala","+10:00","-9.8775","150.9558","0","1",,"2351"
"n3mop1o2ai4l1azwwnapjlg4","YYW","CYYW","Armstrong Airport","yduiegz6nvseydc4sceboqf5","Armstrong","-04:00","50.29028","-88.90972","0","0",,"426"
"n3ngw9wg3lbyn8u9bhrq9t58","BKF","hp8c","Lake Brooks Airport","vyhe2535604kgrx3u6yn8vp0","Katmai National Park","-08:00","58.55417","-155.77609","0","0",,"4232"
"n3o5pk4x0s0hr0a27b2kcp2g","CEI","VTCT","Chiang Rai International Airport","fhw55xvrrg0da8prsa1ehfcr","Chiang Rai","+07:00","19.95223","99.88306","1","1",,"1506"
"n3p0qvfoe1x4w4u4jxqogkv0","TBH","RPVU","Tugdan Airport","daz6u4yybpk1bn3jg06sxx9p","Tablas Island","+08:00","12.31195","122.08","0","0",,"8250"
"n3tas8ux31n6v6q9y52awqie","RUN","FMEE","Roland Garros Airport","iegdxg6fbe0sph4v45ht0nll","St Denis","+04:00","-20.88722","55.51028","3","1",,"6814"
"n3uisnwq52hcy2hwlsr2u4o8","ASW","HESN","Aswan International Airport","jy5tr9go0eq1hg1pnio4d5f7","Aswan","+03:00","23.96445","32.82","1","1",,"474"
"n402gv1gir3s866hkbqtxnu2","KBC","aj8s","Birch Creek Airport","t41ztbgm8juvecwl7u7f9ty6","Birch Creek","-08:00","66.26973","-145.8186","0","1",,"921"
"n44k57sm44tncww1ogcshada","AYA","jir5","Ayapel Airport","jzinfdah2ysojhk41wcfnlqq","Ayapel","-05:00","8.3","-75.15","0","1",,"539"
"n49ml2yspynyhrenjgnhyzh4","KND","FZOA","Kindu Airport","w4lhmi6mihhod1c85etzs9of","Kindu","+02:00","-2.92277","25.91584","1","1",,"3952"
"n4bp0dfm33loup04u0y3vb3m","CES","YCNK","Cessnock Airport","moh3xwotvr9tvyscxumddrr6","Cessnock","+10:00","-32.7875","151.34171","0","1",,"1416"
"n4bzwr5iinafhtm8aeltwgjy","BDP","VNCG","Bhadrapur Airport","uj1cfww5xo15n56egwxpmfxg","Bhadrapur","+05:45","26.57","88.08","0","1",,"871"
"n4c86ivqgcaa9i6k5rc9n37a","GHM","KGHM","Centerville Municipal Airport","w4h56engfzwg4fcg84zx4t8p","Centerville","-05:00","35.78","-87.47","0","0",,"1403"
"n4elsdtmvgh50jw99306ld4v","MYI","gc88","Murray Island Airport","nbmj0syi2y2ahjh4ohw3t8xn","Murray Island","+10:00","-9.91666","144.05499","0","1",,"5427"
"n4geb3bejdgm8c9gwm8mpn9l","TNE","RJFG","New Tanegashima Airport","y0bzgnhv0dcid0stcegacqgn","Tanegashima","+09:00","30.605","130.9911","0","1",,"5638"
"n4gr9kvwlwyjzmwqx1ar60bv","OSE","bgp0","Omora Airport","h05y4d4xqrjp72t14w6oxey8","Omora","+10:00","-7.83305","147.10001","0","1",,"5907"
"n4jjue664haoaoetd01leqhp","OCE","KOXB","Ocean City Municipal Airport","eiiaa6rllx7m8el0vob6xyo9","Ocean City","-04:00","38.31206","-75.12407","0","1",,"5835"
"n4nqcplyjycm16mytms5aqve","OAJ","KOAJ","Albert J. Ellis Airport","f1buy0eq07796vy8knlyym91","Jacksonville","-04:00","34.83056","-77.60611","0","1",,"139"
"n4uq9dzvlnmzoaaxbte0sf0e","PLZ","FAPE","Port Elizabeth Airport","z6iet9gdhdksqf4soagwnfr6","Port Elizabeth","+02:00","-33.985","25.61723","2","1",,"6385"
"n4v8u9tbovxnmcg2es07b8wg","RFS","MNRT","Rosita Airport","tk0dmoutsz12yyslk7o6xs11","Rosita","-06:00","13.88973","-84.40888","0","0",,"6842"
"n4vxpn9c65u2nchp8r5nsdma","SWB","ejge","Shaw River Airport","n9fmzmbnk86s8y7qgjk7fca5","Shaw River","+08:00","-21.52","119.4","0","0",,"7325"
"n4wt0rwmi4fi2jvy3zjqia0q","YIW","ZSYW","Yiwu Airport","dh39mst8ksdj808rg1o1b4kd","Yiwu","+08:00","29.32","120.1","1","1",,"8921"
"n4yzijzcdt689vvpcuzic6rz","BCV","MZBP","Birchwood Airport","n04g1r9dewoy1q58q2qfgz0w","Belmopan","-06:00","17.26973","-88.77694","1","0",,"922"
"n4zietqm8a9ubzrmpmu84ffd","SMD","KSMD","Smith Field","hze9kn3jtn77ybmu99m2p7aw","Fort Wayne","-04:00","41.08001","-85.13","0","0",,"7491"
"n51er5le3asv7pkyxrgz7cn7","FSM","KFSM","Fort Smith Regional Airport","udwxo0i8wtc4xdkywd1z3uvt","Fort Smith","-05:00","35.33639","-94.36749","0","1",,"2527"
"n553smc6jthr5q1zouaq1ho5","WUG","AYWU","Wau Airport","ah8yxuvx8sd6jtwvba21gv76","Wau","+10:00","-7.34527","146.7189","0","1",,"8644"
"n56hlia9i0zm1ndyr8utp8lt","PUZ","MNPC","Puerto Cabezas Airport","tm8libd8otqmnhxv87jzakjt","Puerto Cabezas","-06:00","14.04723","-83.38666","0","1",,"6499"
"n59pzqqwzuuxuo5ql02xy28f","GSC","YGSC","Gascoyne Junction Airport","m18x05s3zbzhgvur3eovwtqk","Gascoyne Junction","+08:00","-25.05388","115.2014","0","1",,"2666"
"n5apswi2zfoa0gm1jjoja8xh","MBY","KMBY","Omar N. Bradley Airport","f3nyefnhij9hes48f6c42hiu","Moberly","-05:00","39.47","-92.43","0","0",,"5902"
"n5b8w5qwr10se9jl72ln1ubr","PIX","LPPI","Pico Airport","gkp2pfkp4exu824tsov336sj","Pico Island","+00:00","38.55445","-28.44083","0","1",,"6254"
"n5hjfs46l2auui03meac13vl","GLP","AYUP","Gulgubip Airport","ukcnt23wayj0774waobcwklz","Gulgubip","+10:00","-5.28305","141.5","0","0",,"2966"
"n5imx4pzx737vorh4vde1ddu","CBS","SVON","Oro Negro Airport","yxvw3hupca9z3cqp91inix5h","Cabimas","-04:00","10.33084","-71.31916","0","0",,"5966"
"n5vjkll0oygktemlhk31iu6a","NZH","ZBMZ","Manzhouli Xijiao Airport","vbkkrqr3le5o6qedmiz6unag","Manzhouli","+08:00","49.58001","117.4","1","1",,"4826"
"n5xo3gm69642552k42av9ewf","BRV","EDWB","Bremerhaven Airport","eay9o4i54hqcq0dayo5mk47m","Bremerhaven","+02:00","53.50778","8.5725","0","1",,"1088"
"n62p7k0yym31duncjq7xfqle","WPB","FMNG","Port Bergé Airport","qoz9hcme1q0n420tqmjvw2ql","Port Bergé","+03:00","-15.55","47.67","0","0",,"6381"
"n62q7i7whk6kmgi2t9t28ayb","OCS","jtp4","Corisco International Airport","d0hb383e92s42ymq3241bfpw","Corisco Island","+01:00","0.91584","9.33","0","0",,"1749"
"n637ii432qx91bul114tofo8","EHD","ayr3","PSEUDO CITY CODE","etcv8vkmasl35mf63tq7pyqk","PSEUDO CITY CODE","+00:00","34.98333","-122","0","1",,"9171"
"n68nxg7r9vproacze80yfc87","BDE","KBDE","Baudette International Airport","v6n2vqj4vcutl1l9uotrudw3","Baudette","-05:00","48.72834","-94.61222","0","1",,"739"
"n69p546mya04f50skiv3jap4","INE","pnrw","Chinde Airport","h1yetnqeymz4mo2lvcc9m6j9","Chinde","+02:00","-18.62","36.4","0","1",,"1541"
"n6ddksf1yza7hxaiucm18e98","KGR","ib1m","Kulgera Airport","p4p28nyvebv4xaruhzjqaxkk","Kulgera","+09:30","-25.83","133.5","0","0",,"4138"
"n6emby3awdg5vsxr9tagu9vt","AUC","SKUC","Arauca Santiago Perez Quiroz Airport","f2cvv8yqgactqe4hqfexzn63","Arauca","-05:00","7.06889","-70.73694","0","1",,"397"
"n6gtcehgba70hxpk2ltknjk0","ENJ","aaeh","El Naranjo Airport","x2oncy168wtvy0tfjpq22zk8","El Naranjo","-06:00","14.10001","-90.83","0","0",,"2275"
"n6ias1mvuesi9sc0425g7hev","SFU","o94w","Safia Airport","en8ockt91w7f2dszappoboom","Safia","+10:00","-9.58305","148.60001","0","0",,"6936"
"n6ijrtyjvn54t6s3q4bn0z01","TPN","SETI","Tiputini Airport","r5r6d2pt076d45hhmrtavpua","Tiputini","-05:00","-0.76666","-75.53","0","0",,"8102"
"n6jm64mywtzovv2zf3jhch3e","JCL","cwcg","JIHOCESKE LETISTE CESKE","gi3ig1i2finlpzkraz5e1ujh","CESKE BUDEJOVICE","+02:00","48.95139","14.435","0","0",,"9129"
"n6p3r0c61ik22v10otaqypau","EIN","EHEH","Eindhoven Airport","k94rswwdc3o04a1r4905419s","Eindhoven","+02:00","51.45028","5.37445","3","1",,"2210"
"n6sup60e6wv1ddq3484oobyc","EVG","ESND","Sveg Airport","zjfud8w3xjghv71h6mbbnkur","Sveg","+02:00","62.04778","14.42306","1","1",,"7773"
"n73rffg886hqcm4qw5gbz75t","MAD","LEMD","Adolfo Suárez Madrid-Barajas Airport","enrlmcyfimcxtsx85v4mtla6","Madrid","+02:00","40.49195","-3.56944","30","1",,"57"
"n747kbmrkkhah85uch6bzxhx","PPJ","iz5n","Pulau Panjang Airport","psoqwhc7w3jxo5mdlbfouy5o","Panjang Island","+07:00","-6.35","106.6","0","0",,"6521"
"n74kc9747w99sk0qtru9seru","TEA","MHTE","Tela Airport","fnhq19vs89zocd7uyvzo91jc","Tela","-06:00","15.77584","-87.47583","0","1",,"7966"
"n75gmvrlfa6p3whsj4aoz1zg","OUH","FAOH","Oudtshoorn Airport","zktw4ro69907k4fl1bgzo0sw","Oudtshoorn","+02:00","-33.6","22.18","0","1",,"6008"
"n79lvow8dmm36btq08c8ci3r","OXO","zne3","Orientos Airport","nj3mmdy6d1rilsokbirjur6v","Orientos","+10:00","-28.06","141.5361","0","1",,"5952"
"n79vyynird0v1ympgfv3vk3e","NOC","EIKN","Ireland West Airport Knock Airport","rip8jd3lpbpezxvva4l8dij2","Knock","+01:00","53.91028","-8.81805","1","1",,"3412"
"n79wjhoji834nreixnswiv6e","PSB","KPSB","Mid State Regional Airport","v4vu47la73pmlicdm252fgb7","Philipsburg","-04:00","40.88612","-78.08416","0","0",,"5117"
"n7d0gyeax2uud7vm2blgr87w","TOJ","LETO","Madrid–Torrejón Airport","enrlmcyfimcxtsx85v4mtla6","Madrid","+02:00","40.49667","-3.44583","0","1",,"4685"
"n7ficqxz13rcqdv0ehpgwg2p","MAZ","TJMZ","Eugenio María de Hostos Airport","tjlw674rcpx9hwepevcgb99w","Mayaguez","-04:00","18.25417","-67.14972","0","1",,"2370"
"n7m3n5536sja6zyr3j1qwk7t","BUV","SUBU","Bella Unión Airport","v0ob60792dfvnam3lwn284jp","Bella Union","-03:00","-30.33","-57.08","0","1",,"796"
"n7rafb71u3zdgohdy77ndx8o","FIE","EGEF","Fair Isle Airport","qplejsgi4olv5gennau2mh6p","Fair Isle","+01:00","59.53473","-1.62833","1","1",,"2401"
"n83orkp0hiu9aizk1jkfz3wb","LSO","LFOO","Les Sables-d'Olonne Talmont Airport","f83zvovsrpfuu9qy3hyg4h9z","Les Sables-d'Olonne","+02:00","46.47556","-1.725","0","0",,"4424"
"n86ljy6gcpqgjwbp6tu28m2j","UAX","rk5d","Uaxactun Airport","pqk0lmf18s87vt6m5dy6frjl","Uaxactun","-06:00","17.39389","-89.63277","0","1",,"8307"
"n8b6wyrezsp0a2jhj8ve1aun","MJO","FYME","Mount Etjo Airport","tvqrtm9pub74o4txl3f5vwa8","Mount Etjo","+02:00","-21.02305","16.45306","0","0",,"5360"
"n8b76q5y6lhmr1va0id3po5p","CBP","LPCO","Coimbra Airport","ud99fcg19x8n1l1lxhtmijyk","Coimbra","+01:00","40.15","-8.46694","0","0",,"1656"
"n8hrmjapic0xaoejg7bgw30j","NDA","WAPC","Bandanaira Airport","ecih5kj2l7ppzk3qrhfmyyvq","Banda Island","+09:00","-4.52111","129.9039","0","1",,"631"
"n8mmdxd0754hg7focq3j2pru","DDR","b7p7","XIGAZE DINGRI","mxtkm0brr3zootu6yqsl47m8","XIGAZE","+08:00","28.605","86.79695","0","1",,"9168"
"n8za4gltkk544jg9s0ey54sk","INT","KINT","Smith Reynolds Airport","drpdx1ell3cjti6v194gmn1u","Winston-Salem","-04:00","36.13639","-80.22805","0","1",,"7493"
"n8zxeijb9g32nyqvj0kc3y3f","DOM","TDPD","Douglas-Charles Airport","wnaomva9unox5z7fvp6fqabd","Dominica","-04:00","15.54695","-61.3","1","1",,"2095"
"n98xlke4keq8e2u5s9n8v328","BIU","BIBD","Bildudalur Airport","vqx6qkeh089f5osd82e6rlhv","Bildudalur","+00:00","65.64139","-23.54611","0","1",,"902"
"n9bl0lii7jvukye950l1gij5","BCB","KBCB","Virginia Tech Montgomery Executive Airport","qa4h4h4tdaj71975j1w3jjhe","Blacksburg","-04:00","37.20612","-80.40777","0","0",,"8518"
"n9c8qtgoisfli6ff5mh0kldu","DOK","UKCC","Donetsk International Airport","mrse6vmfmgzau97gzj0ifm9h","Donetsk","+03:00","48.07362","37.73973","0","1",,"2072"
"n9ca7284bd7eubiqt8e73jfd","BBM","VDBG","Battambang Airport","p15khwug54r9pd52qbcps6hq","Battambang","+07:00","13.09584","103.2247","0","0",,"731"
"n9d3ju1wrj1jhzvffpbqadbv","RCH","SKRH","Almirante Padilla Airport","mwcsck295r4rddt3rb3p5n15","Riohacha","-05:00","11.52612","-72.92583","0","1",,"203"
"n9du84md93bl0nleo119jf9q","DOA","wk6z","Doany Airport","cozxhmuk8b2edy0mcqxsrot5","Doany","+03:00","-14.37","49.52","0","1",,"2053"
