"id","iata_code","icao_code","name","city_id","city_name","time_zone_offset","latitude","longitude","score","enabled","duffel_id","__drizzlerowid__"
"a00dw54754ijgppmfjr8dwzq","URM","SVUM","Uriman Airport","s0efbh1qk0qtquz52ssuhkch","Uriman","-04:00","5.33306","-62.75","0","1",,"8372"
"a00kyz9szbm7ilj72d2xqesh","MNV","ljn9","Mount Valley Airport","dae8uifio0kbg27nozjzpamj","Mount Valley","+09:30","-14.12","133.8","0","0",,"5379"
"a01sfs6iksum8rf5iwhxr84z","EMG","FAEM","Empangeni Airport","qryaouen4vpij10zf7q8glsq","Empangeni","+02:00","-28.72999","31.9","0","1",,"2307"
"a01zy15e6jnl78u1zy41u8ge","KOR","AYRO","Kokoro Airport","ixcwgqec6r6bxlwmcts49w3g","Kakoro","+10:00","-7.83527","146.53281","0","1",,"4042"
"a02n01f70zii6777dhq6o4ok","LIZ","hkm9","Loring International Airport","qi1chwshj7yszekued6szwa9","Limestone","-04:00","46.90862","-67.82583","0","1",,"4567"
"a073tz30vioyyc30kv9yr6qa","SVA","PASA","Savoonga Airport","a5cfjuyj9e6clygpg0kkgajq","Savoonga","-08:00","63.68639","-170.49249","1","1",,"7199"
"a09idz4r7jub97r3n5whgalq","OKU","FYMO","Mokuti Lodge Airport","t4os0vbjclykzzoo2yts98s7","Mokuti Lodge","+02:00","-22.57","17.1","0","1",,"5231"
"a0jc1njfgxlltnzmo7q3xpjn","FXE","KFXE","Fort Lauderdale Executive Airport","lezzi3o5hi837qa8c2w2r1x1","Fort Lauderdale","-04:00","26.19758","-80.17","0","0",,"2511"
"a0jkjvx8eowrucmhpg9j4i2h","CDU","YSCN","Camden Airport","zju1xwcscrozq84f5caybx6n","Camden","+10:00","-34.04027","150.68719","0","0",,"1246"
"a0o7vmn8avhuugcgjmfa86er","WLK","PASK","Selawik Airport","ya3pdz1u2u4xk42dyj16sxzy","Selawik","-08:00","66.6","-160","1","1",,"7245"
"a0okj8hcbu3dp13pdz1k2kfj","BCD","RPVB","Bacolod-Silay International Airport","zvga889z47xiocj6u11aeffy","Bacolod","+08:00","10.77612","123.0192","1","1",,"550"
"a0s3xwb2rm7t7k88j17ux6wz","CRL","EBCI","Brussels South Charleroi Airport","ccoin5jckbjdd1hmcm91svld","Brussels","+02:00","50.45917","4.45389","5","1",,"1131"
"a0uftzmfz5885xer29twxjt5","TDJ","HDTJ","Tadjoura Airport","n8ddap3u2ttpvn93mqo08bjt","Tadjoura","+03:00","11.8","42.9","0","0",,"7812"
"a0z6jw4asl571weq2lihgt4q","HSV","KHSV","Huntsville International Airport","e79beurl5yrhwyaxl7ouea5y","Huntsville","-05:00","34.63723","-86.775","1","1",,"3266"
"a11t6x3clfew6g0wwbb1rjtz","MNC","FQNC","Nacala Airport","xe2elqe9oyh666qqabv1f8cw","Nacala","+02:00","-14.47944","40.71278","0","1",,"5465"
"a1583hxe7z7nvpstvnl3470e","UPL","MRUP","Upala Airport","oc8rhypr2q0xlg2gh3w8brem","Upala","-06:00","10.78001","-85.03","0","1",,"8359"
"a1ez6t4nsl1fq9joee0j2kfy","SVK","beuv","Silver Creek Airport","liwwcx6ok2xh82oau8ih5rzj","Silver Creek","-06:00","16.72528","-88.33999","1","1",,"7413"
"a1juemf1wwrlop4use3pyce7","SFE","RPUS","San Fernando Airport","zk4gga108hi12j5k6hg7iikj","San Fernando","+08:00","16.59389","120.3033","0","1",,"7034"
"a1kal0ky66gdf5oat3c4hkh5","GBV","YGIB","Gibb River Airport","do57t7ewpby65bnm9mx8unos","Gibb River","+08:00","-16.33","126.4","0","0",,"2744"
"a2bxz1bebodqp3apr5iislv1","COD","KCOD","Yellowstone Regional Airport","l6rkvpjua3k7rrnxnx1qybrh","Cody","-06:00","44.52","-109.0244","0","1",,"8901"
"a2f96g0nxo1j7maqtlggd7s6","CUM","SVCU","Antonio José de Sucre Airport","ykbhoqxa94m4iyalfz0u5js4","Cumaná","-04:00","10.45028","-64.13055","0","1",,"349"
"a2ibst0mh5pvnrqayr263ilf","OXY","YMNY","Morney Airport","yg3tvurmftjg4psr2xaueytl","Morney","+10:00","-25.37","141.5","0","1",,"5315"
"a2mz5j2ipsmlhaymu9wmjluu","CCF","LFMK","Carcassonne Airport","tjvffb2ik860g921ctnu66oa","Carcassonne","+02:00","43.21612","2.30639","1","1",,"1332"
"a2ppy85r173a2z4oi7k5eh5z","FFO","KFFO","Wright-Patterson Air Force Base","fm1kyyde810f0ns71w9jz62j","Dayton","-04:00","39.82195","-84.03666","0","1",,"8810"
"a2q5xkuvy8v4n271byw9ffn8","NMR","YNAP","Nappa Merrie Airport","irz0atdl46zzj9rp3uiclwjz","Nappa Merrie","+10:00","-27.63","141.10001","0","0",,"5532"
"a2ud3svtynp7kagdkxp0my2s","NEL","KNEL","Lakehurst Maxfield Field Airport","qnmzuhlu841vrrpa4ulsw6j0","Lakehurst","-04:00","40.03334","-74.35333","0","1",,"4243"
"a35xnau5dfb2gea5nzrktacm","BWP","AYBI","Bewani Airport","up1v9fhqfsphpby83813yqv2","Bewani","+10:00","-3.08305","141.10001","0","0",,"868"
"a38pr3vi48atrsi5wz16wilg","AQB","MGQC","Quiché Airport","fukz7j7llphpsyxrjpdpqfd8","Quiche","-06:00","15.01223","-91.15055","0","1",,"6589"
"a3aaahr0x73clk5e89v7c5tv","APG","KAPG","Phillips Army Airfield","qizbqars5grvxc71q0kv0b8z","Aberdeen","-04:00","39.46556","-76.16583","0","1",,"6236"
"a3dzxkzshyzro11duup29c7o","NRM","GANK","Keibane Airport","kifumz4wuf0cvcoqmncxmyz9","Nara","+00:00","15.23084","-7.26416","0","0",,"3842"
"a3fy1b12yuxbc4t2d5ns8pzy","WSI","bcdp","WESTERN SYDNEY INTERNATIONAL","er7l0ka2vk66uvlw96mvffv6","SYDNEY","+10:00","-33.885","150.69949","0","0",,"9096"
"a3iye6saokqkxdapv0f9olcp","OMI","OIAJ","Omidiyeh Airport","opbfa4bb4sgmq3uw75dlzmlk","Omidiyeh","+03:30","30.83","49.53","0","1",,"5905"
"a3or2ldeozx0fm8jf6zawj6b","PAW","f3nb","Pambwa Airport","zx7c16d3ted0x4k0xu37jj6m","Pambwa","+10:00","-10.58","151.10001","0","1",,"6083"
"a3oz82vj3nf6o3ofsry5sayl","AVO","KAVO","Avon Park Executive Airport","ao42ati1zj95l9j16qry79n7","Avon Park","-04:00","27.59445","-81.52638","0","1",,"530"
"a4138ot42yzmowsbfgp2ckg4","BXY","UAOL","Krayniy Airport","lseb5tkersk1dlomz8iszwf3","Baikonur","+05:00","45.62362","63.21389","0","1",,"4116"
"a44qnp0m4t072lkixm1icytv","PCQ","VLFL","Bounneau Airport","obrghyhm3kkua0fb6ausowhm","Phongsaly","+07:00","22","101.9","0","1",,"1050"
"a482d85rx7wxt8g9lmwuf9iu","BEH","KBEH","Southwest Michigan Regional Airport","ggmbexfy07zj3bs8pb4b9344","Benton Harbor","-04:00","42.12834","-86.42833","0","1",,"7571"
"a48ab63787s0ic7f1a2bom7v","HWK","YHAW","Wilpena Pound Airport","ppiqjben29miy534prgg4sct","Hawker","+09:30","-31.88","138.39999","0","0",,"8757"
"a48r39aq820cteurl4b7dd3e","WHN","o582","WUHAN HANNAN","c6jrk2y4sh8816odb9uwl5ed","WUHAN","+08:00","30.24973","114.0622","0","1",,"9201"
"a4aqdel5qlav5cmx4rh18ltg","MLB","KMLB","Orlando Melbourne International Airport","t5by0kzpkh64h2639q2cpqnn","Melbourne","-04:00","28.10278","-80.64583","1","1",,"5959"
"a4htxrqlismghif8wybl8sz3","YXZ","CYXZ","Wawa Airport","lgrh37gy539n8mpns8cirz8q","Wawa","-04:00","47.96667","-84.78666","0","0",,"8652"
"a4mqhmws5w81082uzj79s5r1","DRI","KDRI","Beauregard Regional Airport","lj2aba8wkz88wn65ictxtzls","DeRidder","-05:00","30.83223","-93.33416","0","1",,"760"
"a4pax0dlcqnwp4koa07xtw1a","BKH","PHBK","Barking Sands Airport","xardkrlcvwqqu4rjefdcd8kb","Kekaha","-10:00","22.02278","-159.785","0","0",,"674"
"a4qch8ibsu9gvubsxu9glo8y","RZZ","KRZZ","Halifax County Airport","b4j5txyz1braciy25aea3qex","Roanoke Rapids","-04:00","36.44306","-77.70888","0","0",,"3017"
"a4zy6hlbsgykxctsbaafnpp9","TWF","KTWF","Magic Valley Regional Airport","drfk38s7urkizgk4tnyq5if5","Twin Falls","-06:00","42.48167","-114.4878","0","1",,"4699"
"a50vozpe12go93s30dtqy960","TOI","KTOI","Troy Municipal Airport","spsh9z6brv8xrfq6zasudtxy","Troy","-05:00","31.8","-85.97","0","1",,"8221"
"a59zx2fnv51enroogp686ta7","CEC","KCEC","Del Norte County Regional Airport","bm59wfn40uf4y3tl17k6cn5b","Crescent City","-07:00","41.78028","-124.2367","0","1",,"1960"
"a5bps4mawpn9ddiecxwt477h","GAU","VEGT","Lokpriya Gopinath Bordoloi International Airport","gt2ncjx38923ttq4jqia9m21","Guwahati","+05:30","26.10612","91.58584","4","1",,"4523"
"a5mmly2oodbpsjwisx5qu1hw","ONP","KONP","Newport Municipal Airport","mvf80lkl5s3u4j5sr0vg6nma","Newport","-07:00","44.58001","-124.1","0","0",,"5630"
"a5t271ilz1vmrg0egkl7aw3u","HOA","HKHO","Hola Airport","d3gn3r2s6dde632syeqh7kld","Hola","+03:00","-1.52111","40.00389","0","1",,"3187"
"a5vwqbjx2bail13ri09gb1hr","LNZ","LOWL","Linz Airport","c3w6wq0bavi5s44tiudu84kb","Linz","+02:00","48.23334","14.1875","1","1",,"4487"
"a6aod40hertq99ryaj3gtado","XVL","z4xb","Vinh Long Airport","rankocc2ziup0t3n4vogsndx","Vinh Long","+07:00","10.25223","105.9461","0","0",,"8508"
"a6jyb9rb7qg4fy1070xqglsf","DSN","ZBDS","Ordos Ejin Horo Airport","tim34p8uecusito75rkbgm3r","Ordos","+08:00","39.49389","109.8617","1","1",,"5945"
"a6jzbjxqlkwvu8xxqkcxj6g3","FOO","WABF","Kornasoren Airport","tawmd1gbzj81e99i6y2s4kyz","Numfoor","+09:00","-0.93638","134.87199","0","1",,"4078"
"a6kptcca5qssws94fxm4o71h","AGX","VOAT","Agatti Airport","sepju1865ph39gj6kbwcvg66","Agatti Island","+05:30","10.82362","72.17612","0","1",,"66"
"a6v3m6ifw2ewc4qa97pitklq","CAN","ZGGG","Guangzhou Baiyun International Airport","mk0gmks2r74dl2wzamn5u9j3","Guangzhou","+08:00","23.3925","113.2989","27","1",,"2943"
"a6wt2ha6mfs0kae8n3d8wl8b","ENS","EHTW","Enschede Twente Airport","p2qn809q4hc5ihkt4a97x9x0","Enschede","+02:00","52.27","6.87417","0","1",,"2321"
"a7c2o6pivab8yu4fnd6o9jvz","MAA","VOMM","Chennai International Airport","jvbd0b37nr3m0wa7hmidzj8i","Chennai","+05:30","12.98834","80.16584","10","1",,"1482"
"a7d71um06636sdifue7wr9zg","ENG","l9d3","ENGGANO AIRPORT","x5lfjsv1c3u1btv6vhg5c8h0","BENGKULU","+07:00","-5.30638","102.1906","0","1",,"9045"
"a7e2son6hi02ea2922fzly6n","CJH","b75r","Chilko Lake Airport","oyrf4qtmb2g3uzrwaujjec50","Chilko Lake","-07:00","51.6275","-124.1442","0","0",,"1529"
"a7ernnb5w1ewespksthvaa0w","NEC","SAZO","Necochea Airport","chro5fq3b1726wrqgz9uu04k","Necochea","-03:00","-38.48527","-58.81388","0","1",,"5578"
"a7g08p3ztohdaqak9zxcbmi8","YFG","hliz","Fontanges Airport","d3763htrca93m5aluwx1vwcm","Fontanges","-04:00","54.55334","-71.1775","0","0",,"2488"
"a7gc81r2xldfolcp3pzstg20","BZG","EPBY","Bydgoszcz Ignacy Jan Paderewski Airport","zecrmmwbwvgovg401z6ckqzi","Bydgoszcz","+02:00","53.09667","17.97778","0","1",,"1201"
"a7lzno0hpzlgg5unl5eupl97","JUV","BGUK","Upernavik Airport","y2s58t89mdamqgfepjw781e8","Upernavik","-01:00","72.79028","-56.12888","1","1",,"8361"
"a7xm6ntkx0ulyd7a967vygjy","YSY","CYSY","Sachs Harbour","wxjm3a47w1ccrc1bd8u6hii0","Sachs Harbour","-06:00","71.99389","-125.2425","0","0",,"6928"
"a88e1653cbxn91ur6ms4yl9r","SOB","LHSM","Hévíz–Balaton Airport","aplty7z51gyvic0yycgi6zfu","Hévíz","+02:00","46.68639","17.15917","0","1",,"3152"
"a8acsoa71ef941mgempw2098","GAV","ingl","Gag Island Airport","og9lbjg3j5i4frirh0c1ss5y","Gag Island","+09:00","-0.45","130.89999","0","1",,"2612"
"a8d9ljmv8i7wfz3mynvknxkj","VIR","FAVG","Virginia Airport","yos8l4bs8l1otwtlgu37vixj","Durban","+02:00","-29.77055","31.05834","0","1",,"8516"
"a8mytgesajqxf0obhvyv6uln","AGQ","LGAG","Agrinio Airport","kjmyo4wt5paokpenogfh7t6j","Agrinion","+03:00","38.60195","21.35112","0","0",,"75"
"a8wa4iu47omrsq834in7hujl","CKU","l271","Cordova Municipal Airport","rf9o4ctfcdhg9dyoqyl3gn9m","Cordova","-08:00","60.54","-145.7","0","0",,"1747"
"a8zpvhzv8szbzmwsx4gsgggl","CCO","SKCI","Carimagua Airport","nk0is263ijvs3k9tg6m48ci8","Carimagua","-05:00","4.56417","-71.33638","0","1",,"1335"
"a950xyrn2btrewh7sa1k6ij6","LVO","YLTN","Laverton Airport","n1rz5tk58c5ty5ww539xcrrp","Laverton","+08:00","-28.61555","122.4239","0","1",,"4350"
"a9bmyv48m8umm9bl0ltkuzsg","THA","KTHA","Tullahoma Regional Airport","ntjrrtjmfobq1xpd0mx3j6xa","Tullahoma","-05:00","35.37973","-86.24083","0","1",,"8258"
"a9ew2ecp2eep4wy06psjp1o0","YAA","qi2m","Anahim Lake Airport","gtzry1z6m8czrg1snpbc308b","Anahim Lake","-07:00","52.45389","-125.3061","0","1",,"280"
"a9fr21l1ncbij7xqlrlfxz2a","LDV","LFRJ","Landivisiau Airport","id0lmnma717q97fv767twwmh","Landivisiau","+02:00","48.53028","-4.15166","0","0",,"4273"
"a9gw0fht0ztuqm9b56bhmsvh","MPZ","KMPZ","Mount Pleasant Municipal Airport","e62fycv4kzn3lfq5g8ec5ldi","Mount Pleasant","-05:00","40.94723","-91.51388","0","0",,"5374"
"a9m0fb2ishkf1ay4mgw39z3j","YBP","ZUYB","Yibin Caiba Airport","thnic80wghlqsfhjbuqswex1","Yibin","+08:00","28.85252","104.5263","1","1",,"8912"
"a9p3tndb0z307mv8bgqe13h9","KNB","KKNB","Kanab Municipal Airport","vyv39nrfau6ye5ipstcfohqw","Kanab","-06:00","37.25","-112.8","0","0",,"3715"
"a9u2t6zpej8le49a726jaoa5","IRA","AGGK","Kirakira Airport","je466fjgfy1nvae2x1foodhb","Kirakira","+11:00","-10.44972","161.8981","1","1",,"3982"
"aa00fbg5mf1l3i4b8aou54vf","LGN","rkaj","Linga Linga Airport","qb9p07li37pc3qugfzsb9kpx","Linga Linga","+10:00","-5.68305","149.39999","0","0",,"4482"
"aa11h80gmuucwmxnb1nau45p","GOE","wllj","Gonaili Airport","pv28hp5sikxo96zzwyahnnk8","Gonaili","+10:00","-5.38305","151.89999","0","1",,"2812"
"aa7293lzwtbk0c7juasw4up1","OKF","FYOO","Okaukuejo Airport","hnpqjamsjeevvegathhwdrqi","Okaukuejo","+02:00","-19.17","15.93","0","0",,"5865"
"aa8c12jbxzi65g2x96nljszd","BFW","DAOS","Sidi Bel Abbes Airport","kygdhw6kda0cdgs0fe1rnyqy","Sidi Bel Abbes","+01:00","35.17223","-0.59472","0","0",,"7385"
"aa97nz5k38dtm5q48lyik414","YOH","CYOH","Oxford House Airport","h1t2lhs20akk3dplydgvugq6","Oxford House","-05:00","54.95","-95.28","1","1",,"6028"
"aab6fi7k5porqv39d6asdcj7","CMQ","YCMT","Clermont Airport","ggoq8pkh9g925wslpwyte4a6","Clermont","+10:00","-22.77305","147.62061","0","0",,"1616"
"aadoq3x80dlmv1srtmki234q","MMZ","OAMN","Maimana Airport","yqc88ooi3cged75e4v1dsswa","Maimanah","+04:30","35.93028","64.76139","0","0",,"4713"
"aah8yhkffhe99pk3wpevtqxd","BTK","UIBB","Bratsk Airport","vimx54iys16seulfcy8l65fy","Bratsk","+08:00","56.37084","101.6986","0","1",,"1083"
"aarwr02pra3ccagxrej39ejh","KPO","RKTH","Pohang Airport","c9afs7j06yviewr0z09lhhj5","Pohang","+09:00","35.98778","129.42059","0","1",,"6328"
"aas40xf2pbmdwrdtxr1lcaph","BVP","ouv8","Bolovip Airport","pkgdfzw4h9wni3hzfbcm13pq","Bolovip","+10:00","-5.38305","141.7","0","0",,"998"
"aatd1q2no4hpd69lun2a7fk6","SIQ","WIDS","Dabo Airport","r3kjhasr9jpkbt78pkj8lsgm","Singkep","+07:00","-0.48166","104.5811","0","1",,"1847"
"aavcdbkkgzgokz6bxsclnu2g","HUK","z8sr","Hukuntsi Airport","gj0difrljuern4s7m0sttnse","Hukuntsi","+02:00","-23.98972","21.75806","0","1",,"3254"
"aawj5bmp7e7fiqa54z0qozd2","SMZ","SMST","Stoelmanseiland Airport","ksuaji2f2evlg8r3kgg4wc7v","Stoelmanseiland","-03:00","4.35112","-54.41833","0","0",,"7671"
"aayc5lvem7tmvqqwlwn8z72h","YVM","CYVM","Qikiqtarjuaq Airport","rbsp0gse91j8tgtaewwq77av","Qikiqtarjuaq","-04:00","67.54584","-64.03138","1","1",,"6558"
"ab06n9qgodo2a1mtdvy93m2u","EPU","EEPU","Pärnu Airport","r4pjctqo4fz6xfu0geshmrf4","Pärnu","+03:00","58.41917","24.47278","0","1",,"6138"
"ab0iae69dj7yryxk30po8wur","MXG","u5co","Marlborough Airport","o110flplr72h5z622et05l8h","Marlborough","-04:00","42.34612","-71.55222","0","0",,"4896"
"abia2gcmjv4ogz5e09skw9ji","SHU","YSMP","Smith Point Airport","ec0qoz5831eff9u339ajyyla","Smith Point","+09:30","-11.13194","132.1575","0","1",,"7492"
"abkcxern22ll2bkivk5lzd6d","GFR","LFRF","Granville Airport","fz4p4zoryk9eu7v5oleaxlci","Granville","+02:00","48.88","-1.57","0","1",,"2880"
"abmnbzxeslk63j07t0bpe0ro","COI","KCOI","Merritt Island Airport","er9gwu0d172arh6lvuvo569x","Merritt Island","-04:00","28.34167","-80.685","0","1",,"5071"
"abqa8refuikh6oau4zfpyiaa","BUY","YBUN","Bunbury Airport","tx9akri38yl6hju3bzlho8ev","Bunbury","+08:00","-33.32","115.6","0","1",,"1166"
"absasgvj4yafo5bzfnkg47oh","PET","SBPK","João Simões Lopes Neto International Airport","mfyav58jlsozubddmh1s0lrq","Pelotas","-03:00","-31.71833","-52.32777","0","1",,"3560"
"absfjal0878ipm6edydqxmo5","KTU","VIKO","Kota Airport","zxo5m98reuw5k0sgka4llmlm","Kota","+05:30","25.16028","75.84556","0","0",,"4090"
"ac2w2vqv0eenzh944oy8a1l1","LTG","VNLT","Langtang Airport","pbz7sa37trz0k7rfu57eziyr","Langtang","+05:45","1.28306","103.9","0","0",,"4281"
"ac4myt3rhaunp3hk9it9fp4d","SKA","KSKA","Fairchild Air Force Base","k5wqskghqzx3p5biwzho5bqo","Spokane","-07:00","47.615","-117.6558","0","1",,"2399"
"acc9se23tg5cr9la0ownvg52","TRF","ENTO","Sandefjord Airport, Torp","u6b6u7y8zwgf7avwe2abm77y","Oslo","+02:00","59.18667","10.25862","1","1",,"7023"
"acdsjuaen1unyue9svc8w6mk","LKZ","EGUL","Royal Air Forces Lakenheath Airport","fuup0frdrbcxoryc2adlyzni","Lakenheath","+01:00","52.40945","0.56112","0","0",,"6873"
"acr5oo3wy65d0yyiz9m1fsq0","SBX","KSBX","Shelby Airport","bryl449v07gewxep38fnix0q","Shelby","-06:00","48.54084","-111.8664","0","0",,"7331"
"acumitddlmtrh1nrbenmo6bp","PIB","KPIB","Hattiesburg-Laurel Regional Airport","jnr440s4sw6yewwqx1sk3u8a","Hattiesburg/Laurel","-05:00","31.46723","-89.33694","1","1",,"3083"
"acykce0dsb4y3b82o7650nmj","JSI","LGSK","Skiathos Island National Airport","qhqm36dcgvyowdbcetyafsjw","Skiathos","+03:00","39.17723","23.50362","1","1",,"7469"
"adic6pbt7fj4hcou2m4gw8us","EBW","FKKW","Ebolowa Airport","crdw282zz1dzibeohnt1oqux","Ebolowa","+01:00","2.87612","11.185","0","0",,"2182"
"adj20dhjxlpw1myp1w0082ft","FRW","FBFT","Francistown Airport","usi0huxjhirqxs7n7mldr8i7","Francistown","+02:00","-21.15","27.47","0","1",,"2551"
"adsx4kmsicid2b2jlyklvltm","ONL","KONL","O'Neill Municipal Airport","w9357kqb3bqzi9ikxv8jfjm5","O'Neill","-05:00","42.46945","-98.6875","0","1",,"5913"
"adwq9wx471o60n8ifudfiovi","PUF","LFBP","Pau Pyrénées Airport","dxsqhdbde1a9i2ek5fso6jbz","Pau","+02:00","43.38","-0.41861","1","1",,"6164"
"aegbie3bo585k3eizu85ixkd","ULY","UWLW","Ulyanovsk Vostochny Airport","iyp3zqg5kj458m1f6q5nfk4l","Ulyanovsk","+04:00","54.40112","48.80278","1","1",,"8339"
"aelhccw00015yjkbl97sq3sk","GRY","BIGR","Grímsey Airport","o52d4eom8vn0zafelhnkvdto","Grímsey","+00:00","66.54667","-18.01722","0","1",,"2922"
"aer1ti0pf95uq2sr9zmftpbs","SMO","KSMO","Santa Monica Municipal Airport","ko5oy9k9bt6nlu2b7k2169br","Santa Monica","-07:00","34.02","-118.5","0","1",,"7114"
"aev1l7hozeo2ncc7noh33h1q","IVO","wam0","Chivolo Airport","elgiwmf6w8n4hpkqi19oquc8","Chivolo","-05:00","10.02001","-74.68","0","1",,"1561"
"aexyoyqv661ws5mbqwc03976","MFI","KMFI","Marshfield Municipal Airport","c7jmjgd3o79zbu3z9v4vw2yy","Marshfield","-05:00","44.63","-90.18","0","0",,"4913"
"af0x4bpwlbzx9e6q5oku4z1q","LXG","VLLN","Luang Namtha Airport","hhy39dzuphxsmnte92tvo1w2","Luang Namtha","+07:00","20.96056","101.4025","0","1",,"4597"
"af4uuud4j71dkbv2ybfn7bwq","EMI","AYEE","Emirau Airport","s6d5gcw78c1upks5ccphjkme","Emirau Island","+10:00","-1.65","150","0","1",,"2303"
"af7jsm904qhf1g1862mxcdnx","OKN","FOGQ","Okondja Airport","uw47i93kkpe7rhzookz9wt3l","Okondja","+01:00","-0.66527","13.67306","0","1",,"5873"
"af8cuu9bgq0wb976otfrhcx5","MET","YMOT","Moreton Airport","fsc6bhueh8cdpo5h485ku2j0","Moreton","+10:00","-12.75","142.8","0","1",,"5311"
"afe4yeouhvl3okyb222kgh86","KUX","fx0u","Kuyol Airport","p1fqnhqjin4uc4gdjvracifd","Kuyol","+10:00","-5.37222","141.62421","0","0",,"4170"
"afgs59v3bvagn8qbsqswc6x1","LMD","v31n","Los Menucos Airport","pk26s05uqqukbn7zqzy5imq0","Los Menucos","-03:00","-40.83","-68.13","0","0",,"4578"
"afj64bqbk0d5poi4nbf6927v","MTG","SWVB","Mato Grosso Airport","qiykqtkv2cq9sonqxp4x030h","Mato Grosso","-04:00","-15.02","-60.01999","0","0",,"4951"
"afkdd931uxn2mrc1u2gt2hej","SZK","FASZ","Skukuza Airport","d1mbfq1c0pqciqbb0hfhmbm1","Skukuza","+02:00","-24.96083","31.58862","1","1",,"7476"
"aflm0rrdl9nl33yhg9u5squq","ASL","KASL","Harrison County Airport","ou2hfq9lgco4g6l7fcingsrf","Marshall","-05:00","32.55","-94.38","0","1",,"3059"
"afnub71ig8jhn77zue1mnoe2","OZZ","GMMZ","Ouarzazate Airport","elow1icsv3e6sgalvkmmbc3w","Ouarzazate","+01:00","30.93917","-6.90944","0","1",,"6006"
"afs7qtk07a9ezpy2t5t0rjle","KDR","AYKC","Kandrian Airport","yqurqvn704x1gn87lcnli8xr","Kandrian","+10:00","-6.19","149.5475","0","1",,"3723"
"aft875qfsvtfeer0gsqfqq0p","VLE","lrnz","Valle Airport","fwzdp0937a53chb2ow96wb77","Grand Canyon","-07:00","35.65056","-112.1433","0","1",,"8420"
"afud1s1tax26f2bwfg48476f","NER","UELL","Chulman Neryungri Airport","jefyab7elb7cfb5noa23gma5","Neryungri","+09:00","56.91389","124.9139","1","1",,"1581"
"afvku01fqgeo7p4tlx6v85pj","MGI","nyw3","Matagorda Island Air Force Base Airport","xu4hvq3tw3i8dfilniavhnbm","Matagorda Island","-05:00","28.12","-96.8","0","1",,"4940"
"ag7rrypyga6p9z1ygijpsc96","YOL","DNYO","Yola Airport","x9bqou0jair6xum1zrh1hd6c","Yola","+01:00","9.2575","12.43056","1","1",,"8927"
"age066mguroxlm77g178fisy","WRT","EGNO","Warton Airport","dsx10jbmdyh13bkytbvqw2g7","Warton","+01:00","53.74334","-2.89138","0","0",,"8618"
"agely5vra65ir1a7hv7vyev2","DVR","YDLW","Daly River Airport","da3puebzjo3w6ebgc1bs5tn0","Daly River Mission","+09:30","-13.75","130.7","0","1",,"1873"
"aggrnnumoeotyuthy7mmygcq","SXT","WMAN","Sungai Tiang Airport","kj1n4dbev9yig9gwuafzej31","Taman Negara","+08:00","4.31695","102.4","0","0",,"7753"
"agjthcvcs4e5z41pjqyd4svp","MCX","URML","Uytash Airport","qbfqef5sca0s1il067h6dcrz","Makhachkala","+03:00","42.81695","47.65223","1","1",,"8402"
"agkruw4xe8bdog8ff944zz2x","RSN","KRSN","Ruston Regional Airport","zmwcmq3psur5bbacmnifkxct","Ruston","-05:00","32.50889","-92.59027","0","0",,"6912"
"agqdoqtdfvf9vu2plnufgk0t","YXL","CYXL","Sioux Lookout Airport","kirdbwp5lql6nw2n9ete7e5t","Sioux Lookout","-05:00","50.11389","-91.90527","7","1",,"7442"
"agqnykqyru6xemobf8db4s8q","ROD","FARS","Robertson Airport","g2fmk8vake7an10xm40pnp0u","Robertson","+02:00","-33.81222","19.90278","0","1",,"6783"
"agtl5nfvtqjm9t9x2u7xekyk","CVM","MMCV","Ciudad Victoria International Airport","u9pjm83l04a79b0deeb7ujro","Ciudad Victoria","-06:00","23.70334","-98.95638","0","0",,"1607"
"agzqssuvfskcyejkwk7v1c2l","GAF","DTTF","Gafsa Ksar International Airport","mjvqcwuwc1o4elsqngyph276","Gafsa","+01:00","34.42195","8.8225","0","1",,"2610"
"ah0k7botf22iiiguctp5xcip","TCG","ZWTC","Tacheng Airport","lwlhfm6lq3px67dic3yq9r2d","Tacheng","+08:00","46.6725","83.34084","0","1",,"7807"
"ah96kcfsgfwim3806y7h41xh","GJT","KGJT","Grand Junction Regional Airport","bfmiqimkdpdyq79ocdaf1erq","Grand Junction","-06:00","39.12223","-108.5292","1","1",,"2865"
"ah9utdxp2xx1n7r0dcc322o9","FOE","KFOE","Topeka Regional Airport","oor1jqui5o09gxhbtqnyydu1","Topeka","-05:00","38.94723","-95.67388","0","1",,"8154"
"ahbb6j0lsi15b9yaqyiuhyak","EKN","KEKN","Elkins-Randolph Co-Jennings Randolph Field Airport","eg7mm3u3p5bra8r0ntj1fc0g","Elkins","-04:00","38.88945","-79.85722","0","1",,"2261"
"ahbo7mnqobxlbxxg6oiitzqz","BDT","FZFD","Gbadolite Airport","js81lc9galevf512oi8gl6gs","Gbadolite","+01:00","4.25334","20.97528","0","0",,"2682"
"ahe2l6781gyo2ayk3ulf26g0","VBP","VYBP","Bokpyin Airport","nen6qoakxyw218yy96v7ppx5","Bokpyin","+06:30","11.15112","98.73556","0","1",,"991"
"ahe80jkzo9vtb7l8gqpmyzy8","YHZ","CYHZ","Halifax Stanfield International Airport","xm16rql7sjeke0vg6jpbu684","Halifax","-03:00","44.88389","-63.51166","6","1",,"3018"
